Time,EMG,ECG,GSR
yyyy/mm/dd hh:mm:ss.000,mV,mV,kOhms
36:33.5,-2.57260862,-1.665288408,
36:33.5,-2.58184047,-1.648700434,
36:33.5,-2.58184047,-1.641127663,
36:33.5,-2.58184047,-1.632473067,
36:33.5,-2.58184047,-1.626703337,
36:33.5,-2.578763187,-1.618769958,
36:33.5,-2.578763187,-1.612279011,
36:33.5,-2.578763187,-1.603624416,
36:33.5,-2.57260862,-1.591724347,
36:33.5,-2.57260862,-1.578381846,
36:33.5,-2.569531337,-1.57369394,
36:33.5,-2.569531337,-1.56792421,
36:33.5,-2.575685904,-1.558548398,
36:33.5,-2.575685904,-1.554581708,
36:33.5,-2.58184047,-1.557466573,
36:33.5,-2.58184047,-1.546648329,
36:33.5,-2.578763187,-1.544845288,
36:33.5,-2.578763187,-1.531502787,
36:33.5,-2.578763187,-1.523569408,
36:33.5,-2.578763187,-1.514554204,
36:33.5,-2.575685904,-1.521405759,
36:33.5,-2.575685904,-1.513832988,
36:33.5,-2.57260862,-1.510226907,
36:33.5,-2.57260862,-1.512029947,
36:33.5,-2.575685904,-1.512390555,
36:33.5,-2.575685904,-1.517078461,
36:33.5,-2.584917753,-1.514554204,
36:33.5,-2.584917753,-1.518881502,
36:33.5,-2.578763187,-1.512751164,
36:33.5,-2.578763187,-1.518881502,
36:33.5,-2.575685904,-1.524651232,
36:33.5,-2.575685904,-1.521405759,
36:33.5,-2.578763187,-1.521045151,
36:33.5,-2.578763187,-1.51924211,
36:33.5,-2.58184047,-1.526093665,
36:33.5,-2.58184047,-1.523930016,
36:33.5,-2.58184047,-1.534027044,
36:33.5,-2.58184047,-1.532224003,
36:33.5,-2.578763187,-1.527536097,
36:33.5,-2.578763187,-1.530060354,
36:33.5,-2.578763187,-1.526093665,
36:33.5,-2.578763187,-1.522848192,
36:33.5,-2.58184047,-1.517799678,
36:33.5,-2.58184047,-1.521045151,
36:33.5,-2.58184047,-1.516357245,
36:33.5,-2.58184047,-1.517078461,
36:33.5,-2.58184047,-1.527175489,
36:33.5,-2.578763187,-1.531502787,
36:33.5,-2.578763187,-1.522487583,
36:33.6,-2.575685904,-1.530420963,
36:33.6,-2.575685904,-1.531863395,
36:33.6,-2.578763187,-1.524290624,
36:33.6,-2.578763187,-1.534027044,
36:33.6,-2.58184047,-1.523569408,
36:33.6,-2.58184047,-1.522848192,
36:33.6,-2.58184047,-1.521045151,
36:33.6,-2.58184047,-1.518160286,
36:33.6,-2.584917753,-1.521766367,
36:33.6,-2.584917753,-1.526454273,
36:33.6,-2.587995036,-1.52501184,
36:33.6,-2.587995036,-1.52501184,
36:33.6,-2.584917753,-1.525733057,
36:33.6,-2.584917753,-1.525372449,
36:33.6,-2.58184047,-1.526454273,
36:33.6,-2.58184047,-1.518881502,
36:33.6,-2.578763187,-1.521405759,
36:33.6,-2.578763187,-1.518881502,
36:33.6,-2.578763187,-1.513111772,
36:33.6,-2.578763187,-1.517078461,
36:33.6,-2.575685904,-1.514554204,
36:33.6,-2.575685904,-1.510226907,
36:33.6,-2.578763187,-1.509866298,
36:33.6,-2.578763187,-1.520684543,
36:33.6,-2.58184047,-1.516717853,
36:33.6,-2.58184047,-1.519602718,
36:33.6,-2.58184047,-1.512029947,
36:33.6,-2.58184047,-1.515275421,
36:33.6,-2.58184047,-1.512390555,
36:33.6,-2.58184047,-1.514914812,
36:33.6,-2.575685904,-1.517078461,
36:33.6,-2.575685904,-1.511669339,
36:33.6,-2.575685904,-1.515636029,
36:33.6,-2.575685904,-1.51347238,
36:33.6,-2.578763187,-1.516357245,
36:33.6,-2.578763187,-1.503375352,
36:33.6,-2.587995036,-1.496884405,
36:33.6,-2.587995036,-1.501932919,
36:33.6,-2.587995036,-1.49976927,
36:33.6,-2.587995036,-1.49976927,
36:33.6,-2.587995036,-1.501932919,
36:33.6,-2.584917753,-1.501932919,
36:33.6,-2.584917753,-1.495802581,
36:33.6,-2.58184047,-1.498687446,
36:33.6,-2.58184047,-1.503375352,
36:33.6,-2.58184047,-1.490032851,
36:33.6,-2.58184047,-1.495441973,
36:33.6,-2.584917753,-1.496884405,
36:33.6,-2.584917753,-1.498326838,
36:33.6,-2.584917753,-1.496884405,
36:33.6,-2.584917753,-1.497245013,
36:33.7,-2.58184047,-1.498326838,
36:33.7,-2.58184047,-1.503375352,
36:33.7,-2.578763187,-1.495441973,
36:33.7,-2.578763187,-1.495802581,
36:33.7,-2.584917753,-1.502654136,
36:33.7,-2.584917753,-1.508063258,
36:33.7,-2.58184047,-1.497245013,
36:33.7,-2.58184047,-1.498326838,
36:33.7,-2.58184047,-1.497245013,
36:33.7,-2.58184047,-1.49976927,
36:33.7,-2.584917753,-1.497605622,
36:33.7,-2.584917753,-1.498687446,
36:33.7,-2.587995036,-1.49976927,
36:33.7,-2.587995036,-1.49796623,
36:33.7,-2.587995036,-1.499048054,
36:33.7,-2.587995036,-1.504817784,
36:33.7,-2.587995036,-1.499048054,
36:33.7,-2.587995036,-1.50373596,
36:33.7,-2.587995036,-1.496523797,
36:33.7,-2.587995036,-1.500129879,
36:33.7,-2.587995036,-1.49796623,
36:33.7,-2.587995036,-1.49976927,
36:33.7,-2.584917753,-1.492917716,
36:33.7,-2.584917753,-1.493638932,
36:33.7,-2.58184047,-1.500129879,
36:33.7,-2.58184047,-1.493278324,
36:33.7,-2.58184047,-1.489311634,
36:33.7,-2.584917753,-1.487869202,
36:33.7,-2.584917753,-1.488590418,
36:33.7,-2.587995036,-1.48822981,
36:33.7,-2.587995036,-1.490393459,
36:33.7,-2.58184047,-1.492917716,
36:33.7,-2.58184047,-1.495081365,
36:33.7,-2.578763187,-1.496523797,
36:33.7,-2.578763187,-1.494360148,
36:33.7,-2.58184047,-1.494360148,
36:33.7,-2.58184047,-1.494360148,
36:33.7,-2.587995036,-1.496523797,
36:33.7,-2.587995036,-1.494720756,
36:33.7,-2.587995036,-1.486426769,
36:33.7,-2.587995036,-1.489672242,
36:33.7,-2.591072319,-1.490393459,
36:33.7,-2.591072319,-1.485705553,
36:33.7,-2.584917753,-1.491835891,
36:33.7,-2.584917753,-1.487869202,
36:33.7,-2.587995036,-1.492196499,
36:33.7,-2.587995036,-1.495802581,
36:33.7,-2.587995036,-1.49399954,
36:33.7,-2.587995036,-1.490032851,
36:33.7,-2.587995036,-1.489311634,
36:33.7,-2.587995036,-1.491475283,
36:33.7,-2.584917753,-1.48822981,
36:33.8,-2.584917753,-1.489672242,
36:33.8,-2.58184047,-1.485344945,
36:33.8,-2.58184047,-1.486787377,
36:33.8,-2.578763187,-1.489311634,
36:33.8,-2.578763187,-1.490754067,
36:33.8,-2.584917753,-1.49399954,
36:33.8,-2.584917753,-1.486426769,
36:33.8,-2.587995036,-1.491114675,
36:33.8,-2.587995036,-1.491835891,
36:33.8,-2.584917753,-1.498687446,
36:33.8,-2.584917753,-1.493278324,
36:33.8,-2.58184047,-1.495441973,
36:33.8,-2.58184047,-1.483541904,
36:33.8,-2.58184047,-1.490754067,
36:33.8,-2.58184047,-1.496523797,
36:33.8,-2.58184047,-1.495802581,
36:33.8,-2.584917753,-1.492557108,
36:33.8,-2.584917753,-1.489672242,
36:33.8,-2.584917753,-1.490393459,
36:33.8,-2.584917753,-1.492196499,
36:33.8,-2.587995036,-1.494360148,
36:33.8,-2.587995036,-1.494720756,
36:33.8,-2.587995036,-1.487147985,
36:33.8,-2.587995036,-1.492557108,
36:33.8,-2.591072319,-1.493278324,
36:33.8,-2.591072319,-1.496523797,
36:33.8,-2.587995036,-1.495081365,
36:33.8,-2.587995036,-1.499408662,
36:33.8,-2.584917753,-1.49399954,
36:33.8,-2.584917753,-1.495081365,
36:33.8,-2.587995036,-1.49399954,
36:33.8,-2.587995036,-1.495081365,
36:33.8,-2.584917753,-1.497605622,
36:33.8,-2.584917753,-1.495441973,
36:33.8,-2.587995036,-1.500851095,
36:33.8,-2.587995036,-1.506260217,
36:33.8,-2.587995036,-1.501211703,
36:33.8,-2.587995036,-1.506260217,
36:33.8,-2.591072319,-1.511308731,
36:33.8,-2.591072319,-1.515636029,
36:33.8,-2.587995036,-1.512751164,
36:33.8,-2.587995036,-1.514554204,
36:33.8,-2.587995036,-1.515996637,
36:33.8,-2.587995036,-1.515275421,
36:33.8,-2.587995036,-1.524651232,
36:33.8,-2.587995036,-1.518520894,
36:33.8,-2.587995036,-1.51924211,
36:33.8,-2.587995036,-1.530060354,
36:33.8,-2.591072319,-1.53474826,
36:33.8,-2.591072319,-1.530781571,
36:33.8,-2.594149602,-1.527536097,
36:33.9,-2.594149602,-1.525733057,
36:33.9,-2.591072319,-1.532224003,
36:33.9,-2.591072319,-1.53474826,
36:33.9,-2.591072319,-1.532584611,
36:33.9,-2.591072319,-1.530781571,
36:33.9,-2.591072319,-1.540517991,
36:33.9,-2.591072319,-1.544845288,
36:33.9,-2.591072319,-1.550975627,
36:33.9,-2.587995036,-1.548811978,
36:33.9,-2.587995036,-1.549893802,
36:33.9,-2.587995036,-1.55999083,
36:33.9,-2.587995036,-1.555302925,
36:33.9,-2.591072319,-1.552778668,
36:33.9,-2.591072319,-1.55999083,
36:33.9,-2.594149602,-1.563596912,
36:33.9,-2.594149602,-1.565039344,
36:33.9,-2.597226885,-1.556024141,
36:33.9,-2.597226885,-1.571169683,
36:33.9,-2.594149602,-1.567563601,
36:33.9,-2.594149602,-1.567563601,
36:33.9,-2.591072319,-1.572972724,
36:33.9,-2.591072319,-1.560712047,
36:33.9,-2.584917753,-1.561793871,
36:33.9,-2.584917753,-1.565760561,
36:33.9,-2.584917753,-1.557105965,
36:33.9,-2.584917753,-1.559630222,
36:33.9,-2.597226885,-1.558548398,
36:33.9,-2.597226885,-1.557105965,
36:33.9,-2.594149602,-1.566481777,
36:33.9,-2.594149602,-1.564678736,
36:33.9,-2.597226885,-1.558909006,
36:33.9,-2.597226885,-1.556384749,
36:33.9,-2.591072319,-1.561793871,
36:33.9,-2.591072319,-1.560351439,
36:33.9,-2.587995036,-1.558909006,
36:33.9,-2.587995036,-1.550615019,
36:33.9,-2.600304168,-1.560351439,
36:33.9,-2.600304168,-1.553860492,
36:33.9,-2.597226885,-1.556745357,
36:33.9,-2.597226885,-1.5542211,
36:33.9,-2.587995036,-1.555302925,
36:33.9,-2.587995036,-1.553499884,
36:33.9,-2.587995036,-1.556745357,
36:33.9,-2.58184047,-1.556384749,
36:33.9,-2.58184047,-1.56395752,
36:33.9,-2.597226885,-1.563596912,
36:33.9,-2.597226885,-1.562154479,
36:33.9,-2.603381451,-1.558548398,
36:33.9,-2.603381451,-1.548090762,
36:33.9,-2.600304168,-1.548811978,
36:33.9,-2.600304168,-1.54845137,
36:34.0,-2.594149602,-1.554942316,
36:34.0,-2.594149602,-1.5542211,
36:34.0,-2.591072319,-1.551696843,
36:34.0,-2.591072319,-1.550975627,
36:34.0,-2.594149602,-1.547008937,
36:34.0,-2.594149602,-1.544124072,
36:34.0,-2.597226885,-1.545927113,
36:34.0,-2.597226885,-1.548811978,
36:34.0,-2.597226885,-1.543042248,
36:34.0,-2.597226885,-1.540517991,
36:34.0,-2.594149602,-1.537633125,
36:34.0,-2.594149602,-1.541960423,
36:34.0,-2.591072319,-1.534027044,
36:34.0,-2.591072319,-1.53474826,
36:34.0,-2.587995036,-1.539075558,
36:34.0,-2.587995036,-1.533666436,
36:34.0,-2.591072319,-1.527896706,
36:34.0,-2.591072319,-1.526093665,
36:34.0,-2.597226885,-1.528617922,
36:34.0,-2.597226885,-1.531142179,
36:34.0,-2.591072319,-1.532224003,
36:34.0,-2.591072319,-1.531502787,
36:34.0,-2.584917753,-1.5232088,
36:34.0,-2.584917753,-1.526814881,
36:34.0,-2.591072319,-1.524290624,
36:34.0,-2.591072319,-1.530420963,
36:34.0,-2.597226885,-1.522848192,
36:34.0,-2.597226885,-1.533305828,
36:34.0,-2.597226885,-1.539075558,
36:34.0,-2.597226885,-1.537993734,
36:34.0,-2.597226885,-1.537272517,
36:34.0,-2.597226885,-1.53294522,
36:34.0,-2.597226885,-1.53474826,
36:34.0,-2.594149602,-1.528257314,
36:34.0,-2.594149602,-1.530060354,
36:34.0,-2.597226885,-1.523930016,
36:34.0,-2.597226885,-1.5232088,
36:34.0,-2.597226885,-1.521766367,
36:34.0,-2.597226885,-1.519963326,
36:34.0,-2.594149602,-1.518520894,
36:34.0,-2.594149602,-1.526454273,
36:34.0,-2.594149602,-1.528617922,
36:34.0,-2.594149602,-1.529339138,
36:34.0,-2.591072319,-1.526093665,
36:34.0,-2.591072319,-1.527896706,
36:34.0,-2.591072319,-1.52897853,
36:34.0,-2.591072319,-1.527175489,
36:34.0,-2.597226885,-1.526814881,
36:34.0,-2.597226885,-1.523569408,
36:34.0,-2.591072319,-1.529339138,
36:34.0,-2.591072319,-1.525372449,
36:34.1,-2.578763187,-1.526093665,
36:34.1,-2.578763187,-1.522848192,
36:34.1,-2.591072319,-1.523930016,
36:34.1,-2.591072319,-1.525733057,
36:34.1,-2.609536017,-1.521766367,
36:34.1,-2.609536017,-1.525733057,
36:34.1,-2.600304168,-1.527175489,
36:34.1,-2.600304168,-1.520684543,
36:34.1,-2.600304168,-1.517799678,
36:34.1,-2.600304168,-1.517439069,
36:34.1,-2.591072319,-1.513832988,
36:34.1,-2.591072319,-1.518881502,
36:34.1,-2.587995036,-1.512390555,
36:34.1,-2.587995036,-1.514914812,
36:34.1,-2.597226885,-1.518881502,
36:34.1,-2.597226885,-1.518160286,
36:34.1,-2.603381451,-1.518160286,
36:34.1,-2.603381451,-1.525372449,
36:34.1,-2.597226885,-1.524290624,
36:34.1,-2.597226885,-1.526093665,
36:34.1,-2.597226885,-1.527896706,
36:34.1,-2.594149602,-1.525733057,
36:34.1,-2.594149602,-1.526093665,
36:34.1,-2.594149602,-1.528617922,
36:34.1,-2.594149602,-1.522848192,
36:34.1,-2.594149602,-1.517078461,
36:34.1,-2.594149602,-1.515275421,
36:34.1,-2.594149602,-1.518881502,
36:34.1,-2.594149602,-1.521766367,
36:34.1,-2.591072319,-1.517439069,
36:34.1,-2.591072319,-1.518520894,
36:34.1,-2.594149602,-1.520684543,
36:34.1,-2.594149602,-1.522126975,
36:34.1,-2.597226885,-1.518160286,
36:34.1,-2.597226885,-1.517078461,
36:34.1,-2.597226885,-1.515996637,
36:34.1,-2.597226885,-1.517439069,
36:34.1,-2.603381451,-1.525733057,
36:34.1,-2.603381451,-1.518881502,
36:34.1,-2.603381451,-1.517799678,
36:34.1,-2.603381451,-1.52501184,
36:34.1,-2.603381451,-1.521405759,
36:34.1,-2.603381451,-1.525733057,
36:34.1,-2.600304168,-1.520684543,
36:34.1,-2.600304168,-1.520323935,
36:34.1,-2.597226885,-1.514914812,
36:34.1,-2.597226885,-1.508423866,
36:34.1,-2.594149602,-1.508423866,
36:34.1,-2.594149602,-1.50770265,
36:34.1,-2.600304168,-1.513832988,
36:34.1,-2.600304168,-1.505899609,
36:34.2,-2.597226885,-1.508063258,
36:34.2,-2.597226885,-1.515996637,
36:34.2,-2.597226885,-1.511669339,
36:34.2,-2.597226885,-1.515636029,
36:34.2,-2.600304168,-1.514554204,
36:34.2,-2.600304168,-1.51347238,
36:34.2,-2.600304168,-1.511308731,
36:34.2,-2.600304168,-1.516357245,
36:34.2,-2.600304168,-1.520684543,
36:34.2,-2.603381451,-1.517439069,
36:34.2,-2.603381451,-1.514193596,
36:34.2,-2.600304168,-1.512029947,
36:34.2,-2.600304168,-1.50770265,
36:34.2,-2.597226885,-1.518160286,
36:34.2,-2.597226885,-1.514193596,
36:34.2,-2.603381451,-1.517439069,
36:34.2,-2.603381451,-1.520323935,
36:34.2,-2.603381451,-1.514554204,
36:34.2,-2.603381451,-1.516717853,
36:34.2,-2.603381451,-1.521766367,
36:34.2,-2.603381451,-1.518881502,
36:34.2,-2.600304168,-1.514193596,
36:34.2,-2.600304168,-1.522487583,
36:34.2,-2.603381451,-1.522126975,
36:34.2,-2.603381451,-1.523930016,
36:34.2,-2.600304168,-1.5232088,
36:34.2,-2.600304168,-1.5232088,
36:34.2,-2.594149602,-1.5232088,
36:34.2,-2.594149602,-1.52501184,
36:34.2,-2.603381451,-1.5232088,
36:34.2,-2.603381451,-1.526454273,
36:34.2,-2.609536017,-1.527175489,
36:34.2,-2.609536017,-1.521405759,
36:34.2,-2.606458734,-1.523930016,
36:34.2,-2.606458734,-1.517799678,
36:34.2,-2.603381451,-1.514914812,
36:34.2,-2.603381451,-1.518520894,
36:34.2,-2.600304168,-1.521405759,
36:34.2,-2.600304168,-1.52501184,
36:34.2,-2.600304168,-1.512751164,
36:34.2,-2.600304168,-1.519602718,
36:34.2,-2.600304168,-1.517799678,
36:34.2,-2.600304168,-1.520323935,
36:34.2,-2.597226885,-1.522126975,
36:34.2,-2.597226885,-1.521405759,
36:34.2,-2.594149602,-1.517078461,
36:34.2,-2.594149602,-1.519602718,
36:34.2,-2.594149602,-1.523930016,
36:34.2,-2.594149602,-1.518520894,
36:34.2,-2.594149602,-1.519602718,
36:34.2,-2.606458734,-1.519963326,
36:34.2,-2.606458734,-1.522848192,
36:34.3,-2.609536017,-1.523569408,
36:34.3,-2.609536017,-1.524290624,
36:34.3,-2.603381451,-1.51924211,
36:34.3,-2.603381451,-1.521405759,
36:34.3,-2.600304168,-1.521766367,
36:34.3,-2.600304168,-1.523569408,
36:34.3,-2.600304168,-1.521766367,
36:34.3,-2.600304168,-1.527175489,
36:34.3,-2.606458734,-1.521766367,
36:34.3,-2.606458734,-1.520684543,
36:34.3,-2.600304168,-1.52501184,
36:34.3,-2.600304168,-1.526093665,
36:34.3,-2.600304168,-1.525372449,
36:34.3,-2.600304168,-1.529339138,
36:34.3,-2.600304168,-1.521766367,
36:34.3,-2.600304168,-1.523930016,
36:34.3,-2.603381451,-1.524651232,
36:34.3,-2.603381451,-1.521405759,
36:34.3,-2.600304168,-1.51924211,
36:34.3,-2.600304168,-1.51924211,
36:34.3,-2.597226885,-1.521405759,
36:34.3,-2.597226885,-1.519963326,
36:34.3,-2.591072319,-1.525733057,
36:34.3,-2.591072319,-1.521405759,
36:34.3,-2.594149602,-1.521405759,
36:34.3,-2.594149602,-1.525733057,
36:34.3,-2.597226885,-1.523569408,
36:34.3,-2.597226885,-1.526454273,
36:34.3,-2.587995036,-1.526454273,
36:34.3,-2.587995036,-1.519602718,
36:34.3,-2.591072319,-1.525372449,
36:34.3,-2.591072319,-1.522126975,
36:34.3,-2.591072319,-1.526814881,
36:34.3,-2.591072319,-1.517799678,
36:34.3,-2.584917753,-1.523569408,
36:34.3,-2.584917753,-1.512390555,
36:34.3,-2.584917753,-1.514914812,
36:34.3,-2.584917753,-1.524651232,
36:34.3,-2.584917753,-1.521766367,
36:34.3,-2.597226885,-1.522487583,
36:34.3,-2.597226885,-1.523569408,
36:34.3,-2.597226885,-1.518881502,
36:34.3,-2.597226885,-1.520684543,
36:34.3,-2.594149602,-1.521766367,
36:34.3,-2.594149602,-1.519963326,
36:34.3,-2.591072319,-1.519602718,
36:34.3,-2.591072319,-1.522487583,
36:34.3,-2.591072319,-1.522487583,
36:34.3,-2.591072319,-1.522848192,
36:34.3,-2.594149602,-1.527896706,
36:34.3,-2.594149602,-1.523930016,
36:34.4,-2.597226885,-1.531502787,
36:34.4,-2.597226885,-1.528617922,
36:34.4,-2.584917753,-1.528617922,
36:34.4,-2.584917753,-1.527175489,
36:34.4,-2.584917753,-1.521405759,
36:34.4,-2.584917753,-1.528617922,
36:34.4,-2.597226885,-1.526093665,
36:34.4,-2.597226885,-1.526093665,
36:34.4,-2.597226885,-1.526814881,
36:34.4,-2.597226885,-1.531863395,
36:34.4,-2.591072319,-1.528617922,
36:34.4,-2.591072319,-1.527896706,
36:34.4,-2.591072319,-1.520684543,
36:34.4,-2.591072319,-1.527896706,
36:34.4,-2.591072319,-1.523930016,
36:34.4,-2.591072319,-1.522848192,
36:34.4,-2.594149602,-1.5232088,
36:34.4,-2.594149602,-1.520684543,
36:34.4,-2.591072319,-1.5232088,
36:34.4,-2.591072319,-1.526093665,
36:34.4,-2.587995036,-1.520323935,
36:34.4,-2.587995036,-1.526454273,
36:34.4,-2.587995036,-1.520684543,
36:34.4,-2.587995036,-1.526814881,
36:34.4,-2.587995036,-1.524290624,
36:34.4,-2.591072319,-1.522487583,
36:34.4,-2.591072319,-1.519963326,
36:34.4,-2.600304168,-1.521045151,
36:34.4,-2.600304168,-1.521405759,
36:34.4,-2.597226885,-1.523569408,
36:34.4,-2.597226885,-1.517078461,
36:34.4,-2.594149602,-1.519963326,
36:34.4,-2.594149602,-1.517799678,
36:34.4,-2.591072319,-1.520684543,
36:34.4,-2.591072319,-1.516357245,
36:34.4,-2.591072319,-1.517799678,
36:34.4,-2.591072319,-1.518881502,
36:34.4,-2.591072319,-1.521766367,
36:34.4,-2.591072319,-1.515996637,
36:34.4,-2.587995036,-1.513832988,
36:34.4,-2.587995036,-1.51347238,
36:34.4,-2.591072319,-1.510948123,
36:34.4,-2.591072319,-1.507342041,
36:34.4,-2.597226885,-1.512029947,
36:34.4,-2.597226885,-1.510948123,
36:34.4,-2.597226885,-1.509866298,
36:34.4,-2.597226885,-1.510587515,
36:34.4,-2.597226885,-1.511308731,
36:34.4,-2.597226885,-1.508063258,
36:34.4,-2.591072319,-1.512029947,
36:34.4,-2.591072319,-1.504457176,
36:34.5,-2.587995036,-1.506620825,
36:34.5,-2.587995036,-1.505539001,
36:34.5,-2.587995036,-1.510948123,
36:34.5,-2.587995036,-1.50373596,
36:34.5,-2.587995036,-1.51347238,
36:34.5,-2.587995036,-1.510226907,
36:34.5,-2.597226885,-1.509145082,
36:34.5,-2.597226885,-1.510226907,
36:34.5,-2.594149602,-1.505539001,
36:34.5,-2.594149602,-1.505539001,
36:34.5,-2.587995036,-1.515636029,
36:34.5,-2.587995036,-1.514193596,
36:34.5,-2.587995036,-1.51924211,
36:34.5,-2.597226885,-1.510226907,
36:34.5,-2.597226885,-1.517439069,
36:34.5,-2.600304168,-1.514193596,
36:34.5,-2.600304168,-1.518160286,
36:34.5,-2.597226885,-1.521405759,
36:34.5,-2.597226885,-1.523930016,
36:34.5,-2.594149602,-1.518160286,
36:34.5,-2.594149602,-1.523569408,
36:34.5,-2.594149602,-1.518881502,
36:34.5,-2.594149602,-1.522487583,
36:34.5,-2.584917753,-1.52501184,
36:34.5,-2.584917753,-1.527896706,
36:34.5,-2.594149602,-1.530060354,
36:34.5,-2.594149602,-1.531502787,
36:34.5,-2.600304168,-1.525733057,
36:34.5,-2.600304168,-1.52501184,
36:34.5,-2.594149602,-1.536190693,
36:34.5,-2.594149602,-1.532224003,
36:34.5,-2.594149602,-1.527896706,
36:34.5,-2.594149602,-1.529339138,
36:34.5,-2.594149602,-1.526093665,
36:34.5,-2.594149602,-1.526814881,
36:34.5,-2.594149602,-1.536551301,
36:34.5,-2.594149602,-1.53474826,
36:34.5,-2.591072319,-1.52897853,
36:34.5,-2.591072319,-1.530420963,
36:34.5,-2.587995036,-1.533666436,
36:34.5,-2.587995036,-1.526454273,
36:34.5,-2.591072319,-1.528617922,
36:34.5,-2.591072319,-1.525372449,
36:34.5,-2.591072319,-1.531502787,
36:34.5,-2.591072319,-1.535469477,
36:34.5,-2.594149602,-1.534027044,
36:34.5,-2.594149602,-1.530060354,
36:34.5,-2.587995036,-1.53474826,
36:34.5,-2.587995036,-1.537272517,
36:34.5,-2.587995036,-1.54448468,
36:34.5,-2.587995036,-1.540157383,
36:34.6,-2.591072319,-1.545566505,
36:34.6,-2.591072319,-1.537633125,
36:34.6,-2.591072319,-1.544124072,
36:34.6,-2.587995036,-1.539436166,
36:34.6,-2.587995036,-1.540157383,
36:34.6,-2.591072319,-1.542321031,
36:34.6,-2.591072319,-1.536551301,
36:34.6,-2.594149602,-1.53871495,
36:34.6,-2.594149602,-1.537993734,
36:34.6,-2.594149602,-1.539796774,
36:34.6,-2.594149602,-1.537993734,
36:34.6,-2.594149602,-1.53294522,
36:34.6,-2.594149602,-1.530420963,
36:34.6,-2.591072319,-1.521766367,
36:34.6,-2.591072319,-1.514914812,
36:34.6,-2.594149602,-1.517439069,
36:34.6,-2.594149602,-1.515275421,
36:34.6,-2.594149602,-1.515636029,
36:34.6,-2.594149602,-1.520323935,
36:34.6,-2.597226885,-1.521405759,
36:34.6,-2.597226885,-1.518160286,
36:34.6,-2.594149602,-1.515275421,
36:34.6,-2.594149602,-1.524651232,
36:34.6,-2.597226885,-1.521766367,
36:34.6,-2.597226885,-1.516357245,
36:34.6,-2.600304168,-1.50770265,
36:34.6,-2.600304168,-1.512029947,
36:34.6,-2.597226885,-1.519602718,
36:34.6,-2.597226885,-1.521405759,
36:34.6,-2.594149602,-1.516357245,
36:34.6,-2.594149602,-1.523930016,
36:34.6,-2.591072319,-1.518160286,
36:34.6,-2.591072319,-1.519963326,
36:34.6,-2.597226885,-1.521045151,
36:34.6,-2.597226885,-1.523930016,
36:34.6,-2.597226885,-1.526814881,
36:34.6,-2.597226885,-1.519602718,
36:34.6,-2.597226885,-1.520323935,
36:34.6,-2.597226885,-1.519602718,
36:34.6,-2.597226885,-1.518881502,
36:34.6,-2.597226885,-1.509866298,
36:34.6,-2.597226885,-1.50950569,
36:34.6,-2.600304168,-1.515996637,
36:34.6,-2.600304168,-1.514193596,
36:34.6,-2.594149602,-1.51347238,
36:34.6,-2.594149602,-1.512390555,
36:34.6,-2.591072319,-1.50950569,
36:34.6,-2.591072319,-1.508784474,
36:34.6,-2.600304168,-1.50373596,
36:34.6,-2.600304168,-1.508423866,
36:34.6,-2.594149602,-1.504457176,
36:34.7,-2.594149602,-1.510587515,
36:34.7,-2.591072319,-1.507342041,
36:34.7,-2.591072319,-1.507342041,
36:34.7,-2.591072319,-1.506260217,
36:34.7,-2.591072319,-1.50373596,
36:34.7,-2.597226885,-1.510948123,
36:34.7,-2.597226885,-1.513111772,
36:34.7,-2.594149602,-1.506620825,
36:34.7,-2.594149602,-1.505178393,
36:34.7,-2.591072319,-1.512751164,
36:34.7,-2.591072319,-1.510587515,
36:34.7,-2.594149602,-1.506260217,
36:34.7,-2.594149602,-1.508063258,
36:34.7,-2.594149602,-1.510226907,
36:34.7,-2.594149602,-1.504457176,
36:34.7,-2.597226885,-1.506620825,
36:34.7,-2.597226885,-1.501572311,
36:34.7,-2.600304168,-1.496523797,
36:34.7,-2.600304168,-1.505178393,
36:34.7,-2.600304168,-1.506620825,
36:34.7,-2.600304168,-1.503014744,
36:34.7,-2.597226885,-1.503375352,
36:34.7,-2.597226885,-1.507342041,
36:34.7,-2.597226885,-1.508423866,
36:34.7,-2.597226885,-1.50950569,
36:34.7,-2.600304168,-1.503375352,
36:34.7,-2.600304168,-1.506620825,
36:34.7,-2.597226885,-1.506260217,
36:34.7,-2.597226885,-1.504096568,
36:34.7,-2.597226885,-1.517078461,
36:34.7,-2.594149602,-1.506260217,
36:34.7,-2.594149602,-1.508063258,
36:34.7,-2.597226885,-1.506260217,
36:34.7,-2.597226885,-1.509866298,
36:34.7,-2.594149602,-1.508063258,
36:34.7,-2.594149602,-1.512029947,
36:34.7,-2.597226885,-1.513832988,
36:34.7,-2.597226885,-1.509145082,
36:34.7,-2.600304168,-1.503375352,
36:34.7,-2.600304168,-1.506260217,
36:34.7,-2.597226885,-1.514193596,
36:34.7,-2.597226885,-1.516357245,
36:34.7,-2.594149602,-1.517799678,
36:34.7,-2.594149602,-1.51924211,
36:34.7,-2.600304168,-1.513111772,
36:34.7,-2.600304168,-1.508423866,
36:34.7,-2.600304168,-1.512751164,
36:34.7,-2.600304168,-1.518881502,
36:34.7,-2.600304168,-1.517799678,
36:34.7,-2.600304168,-1.521405759,
36:34.7,-2.597226885,-1.519602718,
36:34.7,-2.597226885,-1.519602718,
