Time,EMG,ECG,GSR
yyyy/mm/dd hh:mm:ss.000,mV,mV,kOhms
,,-1.515996637,
,,-1.515996637,
,,-1.509145082,
,,-1.511669339,
,,-1.511308731,
,,-1.519963326,
,,-1.516357245,
,,-1.511308731,
,,-1.519602718,
,,-1.514914812,
,,-1.514914812,
,,-1.508784474,
,,-1.507342041,
,,-1.515996637,
,,-1.509145082,
,,-1.509145082,
,,-1.518520894,
,,-1.518520894,
,,-1.518520894,
,,-1.518520894,
,,-1.518520894,
,,-1.510587515,
,,-1.510587515,
,,-1.510587515,
,,-1.510587515,
,,-1.510587515,
,,-1.509145082,
,,-1.514193596,
,,-1.51347238,
,,-1.511669339,
,,-1.517078461,
,,-1.514914812,
,,-1.510587515,
,,-1.512029947,
,,-1.514914812,
,,-1.513111772,
,,-1.514554204,
,,-1.514554204,
,,-1.514554204,
,,-1.514554204,
,,-1.514554204,
,,-1.514554204,
,,-1.514554204,
,,-1.520684543,
,,-1.519963326,
,,-1.51347238,
,,-1.51347238,
,,-1.51347238,
,,-1.515275421,
,,-1.515275421,
,,-1.522848192,
,,-1.516357245,
,,-1.516357245,
,,-1.521766367,
,,-1.5232088,
,,-1.5232088,
,,-1.521405759,
,,-1.517799678,
,,-1.516357245,
,,-1.526093665,
,,-1.5232088,
,,-1.518520894,
,,-1.521405759,
,,-1.519602718,
,,-1.522126975,
,,-1.522487583,
,,-1.527175489,
,,-1.527175489,
,,-1.527175489,
,,-1.517799678,
,,-1.517799678,
,,-1.517799678,
,,-1.517799678,
,,-1.514193596,
,,-1.518160286,
,,-1.518520894,
,,-1.512029947,
,,-1.512029947,
,,-1.510226907,
,,-1.515636029,
,,-1.505539001,
,,-1.509145082,
,,-1.513111772,
,,-1.511308731,
,,-1.513111772,
,,-1.513832988,
,,-1.512390555,
,,-1.515996637,
,,-1.519963326,
,,-1.517078461,
,,-1.519963326,
,,-1.516717853,
,,-1.515996637,
,,-1.515996637,
,,-1.517439069,
,,-1.51924211,
,,-1.514914812,
,,-1.521045151,
,,-1.521045151,
,,-1.521045151,
,,-1.515996637,
,,-1.519963326,
,,-1.514193596,
,,-1.514193596,
,,-1.524290624,
,,-1.517799678,
,,-1.524651232,
,,-1.517799678,
,,-1.518160286,
,,-1.521045151,
,,-1.523569408,
,,-1.524651232,
,,-1.521045151,
,,-1.523569408,
,,-1.524651232,
,,-1.522487583,
,,-1.524651232,
,,-1.524651232,
,,-1.524651232,
,,-1.529339138,
,,-1.525372449,
,,-1.52897853,
,,-1.52897853,
,,-1.52897853,
,,-1.52897853,
,,-1.5232088,
,,-1.532224003,
,,-1.532224003,
,,-1.532224003,
,,-1.532224003,
,,-1.524651232,
,,-1.530060354,
,,-1.527175489,
,,-1.52501184,
,,-1.52501184,
,,-1.525372449,
,,-1.523930016,
,,-1.522487583,
,,-1.520323935,
,,-1.518160286,
,,-1.51924211,
,,-1.519963326,
,,-1.517439069,
,,-1.521045151,
,,-1.519602718,
,,-1.519602718,
,,-1.519602718,
,,-1.524290624,
,,-1.517439069,
,,-1.514193596,
,,-1.514193596,
,,-1.514193596,
,,-1.514193596,
,,-1.511669339,
,,-1.511669339,
,,-1.511669339,
,,-1.518881502,
,,-1.517439069,
,,-1.517078461,
,,-1.517078461,
,,-1.517078461,
,,-1.517078461,
,,-1.523569408,
,,-1.527175489,
,,-1.526093665,
,,-1.53294522,
,,-1.535108868,
,,-1.534387652,
,,-1.532584611,
,,-1.535469477,
,,-1.532584611,
,,-1.532584611,
,,-1.533305828,
,,-1.533305828,
,,-1.533305828,
,,-1.533305828,
,,-1.533305828,
,,-1.521045151,
,,-1.5232088,
,,-1.5232088,
,,-1.5232088,
,,-1.5232088,
,,-1.50950569,
,,-1.512390555,
,,-1.512029947,
,,-1.508063258,
,,-1.521766367,
,,-1.517439069,
,,-1.522126975,
,,-1.522487583,
,,-1.51924211,
,,-1.513832988,
,,-1.512751164,
,,-1.511308731,
,,-1.510948123,
,,-1.510948123,
,,-1.515636029,
,,-1.522487583,
,,-1.525372449,
,,-1.52897853,
,,-1.52501184,
,,-1.52501184,
,,-1.52501184,
,,-1.52501184,
,,-1.540157383,
,,-1.540157383,
,,-1.540157383,
,,-1.540157383,
,,-1.540157383,
,,-1.52897853,
,,-1.52897853,
,,-1.52897853,
,,-1.52897853,
,,-1.52897853,
,,-1.518881502,
,,-1.518881502,
,,-1.518881502,
,,-1.51347238,
,,-1.510948123,
,,-1.513111772,
,,-1.510587515,
,,-1.505899609,
,,-1.505899609,
,,-1.505899609,
,,-1.516357245,
,,-1.516357245,
,,-1.516357245,
,,-1.516357245,
,,-1.516357245,
,,-1.505178393,
,,-1.505178393,
,,-1.505178393,
,,-1.505178393,
,,-1.505178393,
,,-1.505178393,
,,-1.506981433,
,,-1.499048054,
,,-1.498326838,
,,-1.503375352,
,,-1.503014744,
,,-1.499048054,
,,-1.500490487,
,,-1.502654136,
,,-1.501572311,
,,-1.502654136,
,,-1.49399954,
,,-1.500129879,
,,-1.497245013,
,,-1.495441973,
,,-1.495441973,
,,-1.495441973,
,,-1.492917716,
,,-1.49976927,
,,-1.497245013,
,,-1.497245013,
,,-1.497245013,
,,-1.498326838,
,,-1.49399954,
,,-1.49399954,
,,-1.492917716,
,,-1.501211703,
,,-1.495802581,
,,-1.509866298,
,,-1.509866298,
,,-1.509866298,
,,-1.498687446,
,,-1.502293527,
,,-1.502293527,
,,-1.509145082,
,,-1.508784474,
,,-1.506981433,
,,-1.504817784,
,,-1.515275421,
,,-1.507342041,
,,-1.515996637,
,,-1.515996637,
,,-1.515636029,
,,-1.518881502,
,,-1.518881502,
,,-1.513111772,
,,-1.513111772,
,,-1.519602718,
,,-1.517439069,
,,-1.517439069,
,,-1.517439069,
,,-1.517439069,
,,-1.532224003,
,,-1.531142179,
,,-1.522487583,
,,-1.523569408,
,,-1.531502787,
,,-1.53294522,
,,-1.530420963,
,,-1.524651232,
,,-1.531863395,
,,-1.531863395,
,,-1.530420963,
,,-1.529339138,
,,-1.541599815,
,,-1.541599815,
,,-1.541599815,
,,-1.531863395,
,,-1.52897853,
,,-1.539796774,
,,-1.539796774,
,,-1.545205897,
,,-1.534387652,
,,-1.534387652,
,,-1.539796774,
,,-1.536190693,
,,-1.536190693,
,,-1.536190693,
,,-1.534027044,
,,-1.537272517,
,,-1.535469477,
,,-1.537633125,
,,-1.536551301,
,,-1.528617922,
,,-1.539796774,
,,-1.534387652,
,,-1.530420963,
,,-1.530420963,
,,-1.530781571,
,,-1.531502787,
,,-1.52501184,
,,-1.52501184,
,,-1.5232088,
,,-1.5232088,
,,-1.51924211,
,,-1.514914812,
,,-1.514914812,
,,-1.514914812,
,,-1.514914812,
,,-1.517439069,
,,-1.520323935,
,,-1.520323935,
,,-1.520323935,
,,-1.520323935,
,,-1.518881502,
,,-1.513832988,
,,-1.512029947,
,,-1.510948123,
,,-1.515636029,
,,-1.512029947,
,,-1.512390555,
,,-1.517439069,
,,-1.515275421,
,,-1.517439069,
,,-1.518520894,
,,-1.516717853,
,,-1.513832988,
,,-1.515996637,
,,-1.510587515,
,,-1.51924211,
,,-1.515275421,
,,-1.513111772,
,,-1.51924211,
,,-1.512751164,
,,-1.510587515,
,,-1.511669339,
,,-1.518160286,
,,-1.517799678,
,,-1.51924211,
,,-1.524651232,
,,-1.521405759,
,,-1.51924211,
,,-1.519963326,
,,-1.526093665,
,,-1.523569408,
,,-1.5232088,
,,-1.519963326,
,,-1.521766367,
,,-1.522487583,
,,-1.517799678,
,,-1.521766367,
,,-1.531863395,
,,-1.53294522,
,,-1.53474826,
,,-1.531863395,
,,-1.540878599,
,,-1.537633125,
,,-1.539436166,
,,-1.538354342,
,,-1.540157383,
,,-1.544124072,
,,-1.548090762,
,,-1.549893802,
,,-1.552778668,
,,-1.538354342,
,,-1.544124072,
,,-1.538354342,
,,-1.53294522,
,,-1.520323935,
,,-1.504096568,
,,-1.489672242,
,,-1.472002443,
,,-1.455053861,
,,-1.432335547,
,,-1.416108181,
,,-1.405650545,
,,-1.370310947,
,,-1.347232026,
,,-1.329562226,
,,-1.312974252,
,,-1.29782871,
,,-1.286289249,
,,-1.267177018,
,,-1.256358773,
,,-1.248425394,
,,-1.252752692,
,,-1.254916341,
,,-1.248425394,
,,-1.251670867,
,,-1.266816409,
,,-1.285568033,
,,-1.316940941,
,,-1.343625944,
,,-1.365262433,
,,-1.391586827,
,,-1.432335547,
,,-1.45325082,
,,-1.490393459,
,,-1.565760561,
,,-1.603624416,
,,-1.63968523,
,,-1.670336922,
,,-1.683318816,
,,-1.70387348,
,,-1.724067536,
,,-1.730919091,
,,-1.728755442,
,,-1.722985711,
,,-1.716134157,
,,-1.713249292,
,,-1.70964321,
,,-1.699185574,
,,-1.671779355,
,,-1.660961111,
,,-1.656633813,
,,-1.642930704,
,,-1.643291312,
,,-1.627785161,
,,-1.620572999,
,,-1.610115362,
,,-1.605427457,
,,-1.603985024,
,,-1.592806172,
,,-1.58920009,
,,-1.587397049,
,,-1.572972724,
,,-1.561072655,
,,-1.552778668,
,,-1.553860492,
,,-1.546287721,
,,-1.531502787,
,,-1.527175489,
,,-1.5232088,
,,-1.513832988,
,,-1.517439069,
,,-1.513832988,
,,-1.510226907,
,,-1.506981433,
,,-1.505539001,
,,-1.508423866,
,,-1.505178393,
,,-1.506620825,
,,-1.512751164,
,,-1.511669339,
,,-1.515275421,
,,-1.512751164,
,,-1.517439069,
,,-1.514914812,
,,-1.521045151,
,,-1.515275421,
,,-1.522487583,
,,-1.526093665,
,,-1.527896706,
,,-1.52897853,
,,-1.517078461,
,,-1.5232088,
,,-1.517799678,
,,-1.51924211,
,,-1.518881502,
,,-1.51924211,
,,-1.518160286,
,,-1.526093665,
,,-1.529339138,
,,-1.530420963,
,,-1.530060354,
,,-1.527896706,
,,-1.529339138,
,,-1.519602718,
,,-1.521766367,
,,-1.521766367,
,,-1.514554204,
,,-1.520323935,
,,-1.523569408,
,,-1.519963326,
,,-1.516357245,
,,-1.522487583,
,,-1.520684543,
,,-1.522487583,
,,-1.505899609,
,,-1.511308731,
,,-1.512751164,
,,-1.510226907,
,,-1.513111772,
,,-1.510948123,
,,-1.510948123,
,,-1.51347238,
,,-1.512390555,
,,-1.517439069,
,,-1.518160286,
,,-1.518520894,
,,-1.515275421,
,,-1.506620825,
,,-1.507342041,
,,-1.512751164,
,,-1.50950569,
,,-1.510948123,
,,-1.513832988,
,,-1.504096568,
,,-1.504457176,
,,-1.505899609,
,,-1.508063258,
,,-1.508063258,
,,-1.514554204,
,,-1.514193596,
,,-1.51347238,
,,-1.515996637,
,,-1.522848192,
,,-1.520323935,
,,-1.516717853,
,,-1.519602718,
,,-1.524651232,
,,-1.513111772,
,,-1.515636029,
,,-1.518881502,
,,-1.51924211,
,,-1.515996637,
,,-1.517799678,
,,-1.515275421,
,,-1.52501184,
,,-1.520323935,
,,-1.518160286,
,,-1.520684543,
,,-1.51347238,
,,-1.518160286,
,,-1.517078461,
,,-1.518160286,
,,-1.520684543,
,,-1.521405759,
,,-1.524290624,
,,-1.522487583,
,,-1.52897853,
,,-1.5232088,
,,-1.520684543,
,,-1.520684543,
,,-1.526454273,
,,-1.514193596,
,,-1.517078461,
,,-1.502654136,
,,-1.511308731,
,,-1.509866298,
,,-1.508784474,
,,-1.508423866,
,,-1.505178393,
,,-1.500129879,
,,-1.502293527,
,,-1.504096568,
,,-1.510948123,
,,-1.510226907,
,,-1.510948123,
,,-1.508784474,
,,-1.508784474,
,,-1.500851095,
,,-1.506260217,
,,-1.505178393,
,,-1.506981433,
,,-1.509866298,
,,-1.504817784,
,,-1.49976927,
,,-1.50950569,
,,-1.504096568,
,,-1.509145082,
,,-1.510587515,
,,-1.507342041,
,,-1.510226907,
,,-1.508423866,
,,-1.504096568,
,,-1.506260217,
,,-1.508063258,
,,-1.505899609,
,,-1.500129879,
,,-1.500851095,
,,-1.502293527,
,,-1.501211703,
,,-1.503375352,
,,-1.496523797,
,,-1.506620825,
,,-1.508423866,
,,-1.500129879,
,,-1.512390555,
,,-1.51347238,
,,-1.514193596,
,,-1.521405759,
,,-1.512029947,
,,-1.513111772,
,,-1.51347238,
,,-1.512390555,
,,-1.517078461,
,,-1.521405759,
,,-1.51924211,
,,-1.515996637,
,,-1.522126975,
,,-1.515996637,
,,-1.516717853,
,,-1.521766367,
,,-1.522848192,
,,-1.517078461,
,,-1.522487583,
,,-1.516357245,
,,-1.5232088,
,,-1.525733057,
,,-1.523930016,
,,-1.522848192,
,,-1.526814881,
,,-1.534027044,
,,-1.535830085,
,,-1.536911909,
,,-1.540517991,
,,-1.53294522,
,,-1.535830085,
,,-1.534027044,
,,-1.53474826,
,,-1.540157383,
,,-1.539796774,
,,-1.544124072,
,,-1.541599815,
,,-1.540878599,
,,-1.54845137,
,,-1.548090762,
,,-1.54845137,
,,-1.549533194,
,,-1.552057451,
,,-1.548811978,
,,-1.55818779,
,,-1.568284818,
,,-1.570809075,
,,-1.565039344,
,,-1.573333332,
,,-1.562875696,
,,-1.55999083,
,,-1.557466573,
,,-1.555302925,
,,-1.564318128,
,,-1.567563601,
,,-1.573333332,
,,-1.571169683,
,,-1.571169683,
,,-1.565039344,
,,-1.569006034,
,,-1.565399953,
,,-1.56792421,
,,-1.565039344,
,,-1.563596912,
,,-1.568645426,
,,-1.565039344,
,,-1.570448467,
,,-1.574415156,
,,-1.578742454,
,,-1.574054548,
,,-1.571530291,
,,-1.568645426,
,,-1.566481777,
,,-1.56395752,
,,-1.571530291,
,,-1.56972725,
,,-1.572251507,
,,-1.566121169,
,,-1.561072655,
,,-1.55818779,
,,-1.558909006,
,,-1.560351439,
,,-1.559269614,
,,-1.55818779,
,,-1.555302925,
,,-1.552057451,
,,-1.546287721,
,,-1.551336235,
,,-1.549893802,
,,-1.549533194,
,,-1.549172586,
,,-1.545927113,
,,-1.545205897,
,,-1.540157383,
,,-1.541239207,
,,-1.540878599,
,,-1.53871495,
,,-1.541239207,
,,-1.541960423,
,,-1.537633125,
,,-1.531142179,
,,-1.53294522,
,,-1.53474826,
,,-1.53294522,
,,-1.529339138,
,,-1.527896706,
,,-1.52501184,
,,-1.520684543,
,,-1.514914812,
,,-1.523569408,
,,-1.521766367,
,,-1.520684543,
,,-1.521766367,
,,-1.522126975,
,,-1.521405759,
,,-1.523569408,
,,-1.523930016,
,,-1.528617922,
,,-1.527175489,
,,-1.525372449,
,,-1.520684543,
,,-1.527536097,
,,-1.527536097,
,,-1.5232088,
,,-1.520323935,
,,-1.523569408,
,,-1.515996637,
,,-1.514914812,
,,-1.521405759,
,,-1.52501184,
,,-1.527536097,
,,-1.526454273,
,,-1.522126975,
,,-1.527896706,
,,-1.518881502,
,,-1.522126975,
,,-1.51924211,
,,-1.518160286,
,,-1.516717853,
,,-1.51924211,
,,-1.51924211,
,,-1.519602718,
,,-1.521045151,
,,-1.522848192,
,,-1.517078461,
,,-1.51924211,
,,-1.523930016,
,,-1.520684543,
,,-1.515996637,
,,-1.522126975,
,,-1.515996637,
,,-1.513832988,
,,-1.515636029,
,,-1.514554204,
,,-1.510226907,
,,-1.512029947,
,,-1.517439069,
,,-1.519963326,
,,-1.513111772,
,,-1.524290624,
,,-1.521766367,
,,-1.518160286,
,,-1.523930016,
,,-1.530060354,
,,-1.526454273,
,,-1.526093665,
,,-1.521405759,
,,-1.526814881,
,,-1.522487583,
,,-1.526093665,
,,-1.520684543,
,,-1.521766367,
,,-1.523930016,
,,-1.521405759,
,,-1.518520894,
,,-1.521405759,
,,-1.514554204,
,,-1.516717853,
,,-1.522487583,
,,-1.522848192,
,,-1.520323935,
,,-1.51924211,
,,-1.521405759,
,,-1.517799678,
,,-1.527536097,
,,-1.528257314,
,,-1.509866298,
,,-1.51347238,
,,-1.511308731,
,,-1.510226907,
,,-1.513832988,
,,-1.515996637,
,,-1.522126975,
,,-1.523569408,
,,-1.524651232,
,,-1.521766367,
,,-1.520323935,
,,-1.522487583,
,,-1.524290624,
,,-1.522848192,
,,-1.525733057,
,,-1.518881502,
,,-1.515636029,
,,-1.518520894,
,,-1.509866298,
,,-1.50950569,
,,-1.505539001,
,,-1.510948123,
,,-1.501572311,
,,-1.510948123,
,,-1.511308731,
,,-1.509866298,
,,-1.510948123,
,,-1.512751164,
,,-1.515275421,
,,-1.50950569,
,,-1.510587515,
,,-1.511669339,
,,-1.51347238,
,,-1.519602718,
,,-1.518520894,
,,-1.519602718,
,,-1.516717853,
,,-1.512029947,
,,-1.512751164,
,,-1.515996637,
,,-1.508423866,
,,-1.505539001,
,,-1.505178393,
,,-1.512029947,
,,-1.513832988,
,,-1.518160286,
,,-1.519602718,
,,-1.521045151,
,,-1.511669339,
,,-1.513832988,
,,-1.519602718,
,,-1.515275421,
,,-1.513832988,
,,-1.517439069,
,,-1.507342041,
,,-1.512751164,
,,-1.515275421,
,,-1.512751164,
,,-1.519602718,
,,-1.519602718,
,,-1.517078461,
,,-1.523930016,
,,-1.521766367,
,,-1.518160286,
,,-1.523930016,
,,-1.523930016,
,,-1.523569408,
,,-1.526454273,
,,-1.527896706,
,,-1.521045151,
,,-1.520684543,
,,-1.525733057,
,,-1.518160286,
,,-1.527175489,
,,-1.527175489,
,,-1.520684543,
,,-1.51347238,
,,-1.525372449,
,,-1.524651232,
,,-1.525733057,
,,-1.526454273,
,,-1.51924211,
,,-1.51924211,
,,-1.523930016,
,,-1.519963326,
,,-1.521766367,
,,-1.518160286,
,,-1.518881502,
,,-1.515996637,
,,-1.514914812,
,,-1.520684543,
,,-1.511669339,
,,-1.518160286,
,,-1.517078461,
,,-1.524290624,
,,-1.512029947,
,,-1.516357245,
,,-1.512390555,
,,-1.514914812,
,,-1.517078461,
,,-1.510226907,
,,-1.510587515,
,,-1.514554204,
,,-1.512029947,
,,-1.508423866,
,,-1.506620825,
,,-1.512751164,
,,-1.506620825,
,,-1.510948123,
,,-1.520684543,
,,-1.511308731,
,,-1.505539001,
,,-1.519963326,
,,-1.517439069,
,,-1.514914812,
,,-1.518520894,
,,-1.517439069,
,,-1.514193596,
,,-1.514193596,
,,-1.510226907,
,,-1.509866298,
,,-1.514554204,
,,-1.506981433,
,,-1.511308731,
,,-1.508423866,
,,-1.511669339,
,,-1.514193596,
,,-1.517799678,
,,-1.51347238,
,,-1.510226907,
,,-1.511308731,
,,-1.510948123,
,,-1.505178393,
,,-1.512029947,
,,-1.505899609,
,,-1.505178393,
,,-1.506981433,
,,-1.510948123,
,,-1.505178393,
,,-1.508423866,
,,-1.505178393,
,,-1.506620825,
,,-1.505539001,
,,-1.509866298,
,,-1.509145082,
,,-1.506981433,
,,-1.505539001,
,,-1.508063258,
,,-1.506260217,
,,-1.50770265,
,,-1.511308731,
,,-1.503375352,
,,-1.504817784,
,,-1.512390555,
,,-1.510948123,
,,-1.504457176,
,,-1.506620825,
,,-1.512390555,
,,-1.508784474,
,,-1.510226907,
,,-1.508063258,
,,-1.515636029,
,,-1.517439069,
,,-1.511669339,
,,-1.513111772,
,,-1.501211703,
,,-1.512390555,
,,-1.508784474,
,,-1.505178393,
,,-1.507342041,
,,-1.508063258,
,,-1.505899609,
,,-1.505178393,
,,-1.505178393,
,,-1.493278324,
,,-1.501932919,
,,-1.499408662,
,,-1.500851095,
,,-1.500490487,
,,-1.504817784,
,,-1.504096568,
,,-1.497245013,
,,-1.506260217,
,,-1.506260217,
,,-1.506981433,
,,-1.506620825,
,,-1.512029947,
,,-1.510948123,
,,-1.50373596,
,,-1.504096568,
,,-1.512029947,
,,-1.512751164,
,,-1.505899609,
,,-1.506620825,
,,-1.508423866,
,,-1.510587515,
,,-1.50950569,
,,-1.510226907,
,,-1.514193596,
,,-1.515996637,
,,-1.508063258,
,,-1.507342041,
,,-1.502293527,
,,-1.506620825,
,,-1.515275421,
,,-1.519602718,
,,-1.515275421,
,,-1.519963326,
,,-1.518160286,
,,-1.522848192,
,,-1.531142179,
,,-1.527175489,
,,-1.531863395,
,,-1.522487583,
,,-1.530060354,
,,-1.524651232,
,,-1.5232088,
,,-1.525733057,
,,-1.525733057,
,,-1.515275421,
,,-1.517439069,
,,-1.516357245,
,,-1.518520894,
,,-1.520684543,
,,-1.512390555,
,,-1.510587515,
,,-1.511308731,
,,-1.513111772,
,,-1.515275421,
,,-1.518881502,
,,-1.512029947,
,,-1.517078461,
,,-1.516357245,
,,-1.520323935,
,,-1.51924211,
,,-1.518881502,
,,-1.517078461,
,,-1.514554204,
,,-1.514193596,
,,-1.509145082,
,,-1.50770265,
,,-1.509866298,
,,-1.504457176,
,,-1.505178393,
,,-1.510226907,
,,-1.523569408,
,,-1.515636029,
,,-1.509866298,
,,-1.510587515,
,,-1.504817784,
,,-1.502654136,
,,-1.509145082,
,,-1.507342041,
,,-1.508423866,
,,-1.513832988,
,,-1.512751164,
,,-1.512029947,
,,-1.500851095,
,,-1.497605622,
,,-1.501211703,
,,-1.504457176,
,,-1.49976927,
,,-1.497245013,
,,-1.496884405,
,,-1.497245013,
,,-1.500490487,
,,-1.499048054,
,,-1.500851095,
,,-1.500129879,
,,-1.497245013,
,,-1.494360148,
,,-1.503014744,
,,-1.493278324,
,,-1.497605622,
,,-1.502293527,
,,-1.496884405,
,,-1.49796623,
,,-1.490393459,
,,-1.489311634,
,,-1.491835891,
,,-1.487508594,
,,-1.486066161,
,,-1.486426769,
,,-1.49399954,
,,-1.491114675,
,,-1.493278324,
,,-1.483541904,
,,-1.483181296,
,,-1.48426312,
,,-1.492557108,
,,-1.495081365,
,,-1.49399954,
,,-1.490754067,
,,-1.487508594,
,,-1.494720756,
,,-1.487147985,
,,-1.49399954,
,,-1.48822981,
,,-1.478132782,
,,-1.493638932,
,,-1.483902512,
,,-1.490393459,
,,-1.495441973,
,,-1.497605622,
,,-1.490754067,
,,-1.494360148,
,,-1.493638932,
,,-1.49796623,
,,-1.492917716,
,,-1.500129879,
,,-1.504457176,
,,-1.504096568,
,,-1.503014744,
,,-1.500851095,
,,-1.507342041,
,,-1.509866298,
,,-1.513832988,
,,-1.50770265,
,,-1.51347238,
,,-1.516717853,
,,-1.51924211,
,,-1.512029947,
,,-1.517078461,
,,-1.513111772,
,,-1.513111772,
,,-1.515996637,
,,-1.510587515,
,,-1.5232088,
,,-1.5232088,
,,-1.524651232,
,,-1.525372449,
,,-1.519602718,
,,-1.524651232,
,,-1.526814881,
,,-1.526454273,
,,-1.522126975,
,,-1.522487583,
,,-1.528257314,
,,-1.536911909,
,,-1.535108868,
,,-1.535469477,
,,-1.530781571,
,,-1.52897853,
,,-1.534027044,
,,-1.532584611,
,,-1.532224003,
,,-1.533305828,
,,-1.532224003,
,,-1.536190693,
,,-1.535830085,
,,-1.538354342,
,,-1.535108868,
,,-1.536911909,
,,-1.53871495,
,,-1.53871495,
,,-1.541599815,
,,-1.536190693,
,,-1.531502787,
,,-1.536551301,
,,-1.530060354,
,,-1.529699746,
,,-1.527536097,
,,-1.525733057,
,,-1.528617922,
,,-1.524651232,
,,-1.527175489,
,,-1.527175489,
,,-1.526454273,
,,-1.526093665,
,,-1.527175489,
,,-1.521405759,
,,-1.519602718,
,,-1.528257314,
,,-1.527896706,
,,-1.519963326,
,,-1.515996637,
,,-1.513111772,
,,-1.515636029,
,,-1.517078461,
,,-1.513111772,
,,-1.508784474,
,,-1.504817784,
,,-1.509866298,
,,-1.512390555,
,,-1.518520894,
,,-1.519602718,
,,-1.520323935,
,,-1.524290624,
,,-1.522126975,
,,-1.51924211,
,,-1.521045151,
,,-1.524290624,
,,-1.516357245,
,,-1.516357245,
,,-1.516357245,
,,-1.525372449,
,,-1.521045151,
,,-1.521766367,
,,-1.518881502,
,,-1.521045151,
,,-1.52501184,
,,-1.527175489,
,,-1.529699746,
,,-1.530060354,
,,-1.533305828,
,,-1.52501184,
,,-1.531142179,
,,-1.526814881,
,,-1.531142179,
,,-1.521405759,
,,-1.528617922,
,,-1.530420963,
,,-1.524290624,
,,-1.526814881,
,,-1.530060354,
,,-1.540517991,
,,-1.540157383,
,,-1.54448468,
,,-1.543763464,
,,-1.544845288,
,,-1.550254411,
,,-1.551336235,
,,-1.557105965,
,,-1.547730154,
,,-1.562875696,
,,-1.562154479,
,,-1.552057451,
,,-1.554942316,
,,-1.556024141,
,,-1.559630222,
,,-1.551336235,
,,-1.545566505,
,,-1.539075558,
,,-1.530060354,
,,-1.522126975,
,,-1.505539001,
,,-1.483541904,
,,-1.465511497,
,,-1.446399265,
,,-1.425483993,
,,-1.403126288,
,,-1.380407975,
,,-1.357329054,
,,-1.338938038,
,,-1.320186415,
,,-1.305762089,
,,-1.298549926,
,,-1.277274046,
,,-1.268258842,
,,-1.271504315,
,,-1.26284972,
,,-1.267537626,
,,-1.268258842,
,,-1.263570936,
,,-1.274028572,
,,-1.297107494,
,,-1.32307128,
,,-1.341822903,
,,-1.367065473,
,,-1.398077774,
,,-1.42981129,
,,-1.473805484,
,,-1.514914812,
,,-1.551336235,
,,-1.5852334,
,,-1.625260904,
,,-1.653027732,
,,-1.682597599,
,,-1.706397737,
,,-1.722264495,
,,-1.729837266,
,,-1.737410037,
,,-1.73885247,
,,-1.740294902,
,,-1.736688821,
,,-1.726952401,
,,-1.717937197,
,,-1.707118953,
,,-1.702431047,
,,-1.694497668,
,,-1.672861179,
,,-1.661682327,
,,-1.652667123,
,,-1.639324622,
,,-1.637160973,
,,-1.637521581,
,,-1.620933607,
,,-1.615524485,
,,-1.611557795,
,,-1.604345632,
,,-1.596772861,
,,-1.591724347,
,,-1.581627319,
,,-1.571169683,
,,-1.568284818,
,,-1.562875696,
,,-1.556384749,
,,-1.546287721,
,,-1.536911909,
,,-1.529339138,
,,-1.524290624,
,,-1.527175489,
,,-1.524651232,
,,-1.516357245,
,,-1.512390555,
,,-1.513832988,
,,-1.515996637,
,,-1.510226907,
,,-1.512029947,
,,-1.514914812,
,,-1.512751164,
,,-1.512751164,
,,-1.521766367,
,,-1.522126975,
,,-1.523569408,
,,-1.522487583,
,,-1.53294522,
,,-1.527175489,
,,-1.534027044,
,,-1.530781571,
,,-1.530420963,
,,-1.524651232,
,,-1.5232088,
,,-1.51347238,
,,-1.522126975,
,,-1.526454273,
,,-1.525733057,
,,-1.529339138,
,,-1.530781571,
,,-1.530781571,
,,-1.530420963,
,,-1.53474826,
,,-1.529699746,
,,-1.526454273,
,,-1.526814881,
,,-1.520323935,
,,-1.517439069,
,,-1.517799678,
,,-1.515636029,
,,-1.519602718,
,,-1.517799678,
,,-1.517078461,
,,-1.517439069,
,,-1.513111772,
,,-1.515996637,
,,-1.511308731,
,,-1.504096568,
,,-1.505178393,
,,-1.50373596,
,,-1.505899609,
,,-1.509145082,
,,-1.503014744,
,,-1.507342041,
,,-1.506620825,
,,-1.511669339,
,,-1.512751164,
,,-1.514554204,
,,-1.509145082,
,,-1.509145082,
,,-1.512029947,
,,-1.512029947,
,,-1.509866298,
,,-1.512390555,
,,-1.50770265,
,,-1.500851095,
,,-1.50373596,
,,-1.498326838,
,,-1.502293527,
,,-1.503375352,
,,-1.500851095,
,,-1.500851095,
,,-1.49796623,
,,-1.500129879,
,,-1.498687446,
,,-1.49976927,
,,-1.499048054,
,,-1.499048054,
,,-1.497605622,
,,-1.497605622,
,,-1.493278324,
,,-1.495081365,
,,-1.490754067,
,,-1.49399954,
,,-1.498326838,
,,-1.498326838,
,,-1.493278324,
,,-1.495441973,
,,-1.491114675,
,,-1.48426312,
,,-1.490032851,
,,-1.490032851,
,,-1.486787377,
,,-1.496523797,
,,-1.494360148,
,,-1.493278324,
,,-1.498326838,
,,-1.500851095,
,,-1.499048054,
,,-1.500129879,
,,-1.495441973,
,,-1.49399954,
,,-1.500490487,
,,-1.504457176,
,,-1.491835891,
,,-1.481017647,
,,-1.486066161,
,,-1.492557108,
